uri,casNumber,references,type,notation,prefLabel,altLabel,definition,collection,inScheme,theme,seeAlso,topConceptOf
co:CMA_2_II_A.9.2,NA,NA,skos:Concept,CMA/2/II/A.9.2,Uitloging van anorganische componenten uit vormgegeven en monolithische materialen met de diffusieproef,NA,"In deze methode wordt de diffusieproef beschreven, die kan worden gebruikt voor de bepaling van het uitlooggedrag van vaste, niet-korrelvormige materialen in het kader van karakterisering als secundaire grondstof in vormgegeven toepassingen. |In deze methode wordt de diffusieproef beschreven, die kan worden gebruikt voor de bepaling van het uitlooggedrag van vaste, niet-korrelvormige materialen in het kader van karakterisering als secundaire grondstof in vormgegeven toepassingen. Deze proef levert onder meer als resultaat de cumulatieve emissie uit het aan uitloging blootgestelde oppervlak (in mg/m²). Op grond van de resultaten van de diffusieproef kan een oordeel worden gevormd over de tijdsafhankelijkheid van de uitloging van een materiaal onder praktijkomstandigheden.",coo:bodem,vlcs:observatieprocedure,gemet:7884,https://reflabos.vito.be/2023/CMA_2_II_A.9.2.pdf,vlcs:observatieprocedure
co:CMA_2_II_A.9.3,NA,NA,skos:Concept,CMA/2/II/A.9.3,Maximale beschikbaarheid voor uitloging van anorganische componenten,NA,"Hier wordt een methode beschreven om de maximale beschikbaarheid voor uitloging van anorganische componenten uit vaste grond- en steenachtige materialen te bepalen (beschikbaarheidproef). |Hier wordt een methode beschreven om de maximale beschikbaarheid voor uitloging van anorganische componenten uit vaste grond- en steenachtige materialen te bepalen (beschikbaarheidproef). De beschikbaarheidproef heeft als doel aan te geven, welke hoeveelheid van een bepaalde component kan uitlogen, indien een materiaal in aëroob milieu aan extreme omstandigheden wordt blootgesteld (zoals op zeer lange termijn, na desintegratie van het materiaal, na volledige oxidatie en/of bij opheffing van het zuurneutraliserend vermogen).",coo:bodem,vlcs:observatieprocedure,gemet:7884,https://reflabos.vito.be/2023/CMA_2_II_A.9.3.pdf,vlcs:observatieprocedure
co:CMA_2_II_A.9.4,NA,NA,skos:Concept,CMA/2/II/A.9.4,Uitloging van anorganische componenten met de tweestapsschudtest,NA,"Deze methode beschrijft de uitloging uit vaste stoffen met een deeltjesgrootte kleiner dan 4 mm (met of zonder verkleining van het materiaal) in de tweestapsschudtest bij een vloeistof-tot-vaste-stof verhouding (L/S) van 2 l/kg ds en 8 l/kg ds (opeenvolgend). |Deze methode beschrijft de uitloging uit vaste stoffen met een deeltjesgrootte kleiner dan 4 mm (met of zonder verkleining van het materiaal) in de tweestapsschudtest bij een vloeistof-tot-vastestof verhouding (L/S) van 2 l/kg ds en 8 l/kg ds (opeenvolgend). De methode is geschikt voor bepaling van de uitloging van anorganische componenten uit granulaire materialen en slibs. Het resultaat van deze bepaling is de afgifte van componenten (emissie) in mg per kg droge stof die optreedt onder de experimentele testcondities, zoals hierna beschreven.",coo:bodem,vlcs:observatieprocedure,gemet:7884,https://reflabos.vito.be/2023/CMA_2_II_A.9.4.pdf,vlcs:observatieprocedure
co:CMA_2_II_A.9.5,NA,NA,skos:Concept,CMA/2/II/A.9.5,Uitloging van anorganische componenten met de kolomproef voor stortplaats,NA,"Deze methode beschrijft de kolomproef waarbij slechts één eluaatfractie wordt opgevangen en waarin dan de cumulatieve uitloging van anorganische componenten uit granulaire materialen wordt bepaald. Het gaat om een dynamische uitloging, waarbij het materiaal éénmalig doorstroomd wordt met een hoeveelheid water. |Deze methode beschrijft de kolomproef waarbij slechts één eluaatfractie wordt opgevangen en waarin dan de cumulatieve uitloging van anorganische componenten uit granulaire materialen wordt bepaald. Het gaat om een dynamische uitloging, waarbij het materiaal éénmalig doorstroomd wordt met een hoeveelheid water. Het resultaat van deze bepaling is de afgifte (uitloging) van componenten (in mg per kg droge stof) die optreedt onder de experimentele testcondities, zoals hierna beschreven.",coo:bodem,vlcs:observatieprocedure,gemet:7884,https://reflabos.vito.be/2023/CMA_2_II_A.9.5.pdf,vlcs:observatieprocedure
co:CMA_2_II_B.1,16984-48-8,csc:KRHYYFGTRYWZRS-UHFFFAOYSA-M,skos:Concept,CMA/2/II/B.1,Fluoride na hydropyrolyse,NA,"De hydropyrolyse destructiemethode kan toegepast worden voor de bepaling van het totale fluoride gehalte in vaste en pasteuze stoffen.  |De hydropyrolyse destructiemethode kan toegepast worden voor de bepaling van het totale fluoride gehalte in vaste en pasteuze stoffen. Het beschreven analyseprocédé is toepasbaar indien het fluoride gehalte in het te analyseren monster lager is dan 500 µg absoluut (met een maximum af te wegen hoeveelheid monster van 0,5 g). In onderstaande tabel staan de referentiemethoden (ontsluiting+meting) beschreven per matrixtype.",coo:bodem,vlcs:observatieprocedure,gemet:7884,https://reflabos.vito.be/2023/CMA_2_II_B.1.pdf,vlcs:observatieprocedure
co:CMA_2_II_B.2,NA,NA,skos:Concept,CMA/2/II/B.2,Zwavel en halogenen na zuurstofverbranding in gesloten bom,NA,"Deze procedure beschrijft de methode voor de bepaling van zwavel en halogenen na zuurstofverbranding in gesloten bom.|Zwavel en halogenen (fluor, chloor, broom en jood) kunnen in verschillende vormen voorkomen in afvalstoffen. Zuurstofverbranding in een gesloten bom kan toegepast worden om de afvalstoffen te destrueren en de te bepalen elementen in oplossing te brengen. Andere destructietechnieken zoals microgolf zuurdestructie, hydropyrolyse, wickbold en hoge druk verasser kunnen toegepast worden indien aangetoond kan worden dat ze gelijkwaardig zijn. In onderstaande tabel staan de referentiemeetmethoden beschreven per matrixtype en per parameter. Deze methode is toepasbaar voor zowel vaste als vloeibare afvalstoffen. Enkel de organisch en anorganisch gebonden zwavel en halogenen die door verbranding omgezet worden naar fluoride, chloride, bromide, iodide en sulfaat, en absorberen of oplossen in de waterige oplossing kunnen bepaald worden.",coo:bodem,vlcs:observatieprocedure,gemet:7884,https://reflabos.vito.be/2023/CMA_2_II_B.2.pdf,vlcs:observatieprocedure
co:CMA_2_II_C.2,NA,NA,skos:Concept,CMA/2/II/C.2,Asbest in gerecycleerde granulaten en bodem,NA,"Het doel van deze procedure is het vaststellen van de soort (chrysotiel, amosiet, crocidoliet, vezelvormig antophylliet, vezelvormig actinoliet, vezelvormig tremoliet) en de hechtgebondenheid (voor de kwalitatieve bepaling), en (voor een kwantitatieve bepaling) van het massapercentage asbest en de concentratie asbest in monsters van gerecycleerde granulaten of bodem.|In deze procedure worden de richtlijnen vastgelegd omtrent de analyse van asbest van de monsters die worden genomen volgens de specifieke monsternameprocedures m.b.t. asbest in granulaten of in bodem, zoals beschreven in de CMA. ",coo:bodem,vlcs:observatieprocedure,gemet:7884,https://reflabos.vito.be/2023/CMA_2_II_C.2.pdf,vlcs:observatieprocedure
co:CMA_2_II_C.3,NA,NA,skos:Concept,CMA/2/II/C.3,"Asbest in verhardings-, funderings- en bodemlagen",NA,"Het doel van deze procedure is het vaststellen van het gehalte, de soort (chrysotiel, amosiet, crocidoliet, vezelvormig antophylliet, vezelvormig actinoliet, vezelvormig tremoliet) en de hechtgebondenheid van asbest in verhardings- en funderingslagen en bodem. In deze procedure worden de richtlijnen vastgelegd omtrent de analyse van asbest van de monsters die worden genomen volgens de bemonsteringsprocedure en visuele inspectie beschreven in de bemonsteringsprocedures CMA/1/A.20 (funderings- en verhardingslagen) en CMA/1/A/.7 (bodem).|In deze procedure worden de richtlijnen vastgelegd omtrent de analyse van asbest van de monsters die worden genomen volgens de bemonsteringsprocedure en visuele inspectie beschreven in de bemonsteringsprocedures CMA/1/A.20 (funderings- en verhardingslagen) en CMA/1/A/.7 (bodem). ",coo:bodem,vlcs:observatieprocedure,gemet:7884,https://reflabos.vito.be/2023/CMA_2_II_C.3.pdf,vlcs:observatieprocedure
co:CMA_2_III_A,108-88-3|3101-08-4|50643-04-4,csc:YXFVVABEGXRONW-UHFFFAOYSA-N,skos:Concept,CMA/2/III/A,Sedimentgehalte,NA,De beschreven methode laat de bepaling toe van het sedimentgehalte in afgewerkte olie door extractie met tolueen.|De beschreven methode laat de bepaling toe van het sedimentgehalte in afvalolie door extractie met tolueen.,coo:bodem,vlcs:observatieprocedure,gemet:7884,https://reflabos.vito.be/2023/CMA_2_III_A.pdf,vlcs:observatieprocedure
co:CMA_2_III_C,NA,NA,skos:Concept,CMA/2/III/C,Vlampunt,NA,De methode is toepasbaar voor het bepalen van het vlampunt van afvalolie in een gesloten vat met het toestel van Pensky - Martens. |De methode is toepasbaar voor het bepalen van het vlampunt van afvalolie in een gesloten vat met het toestel van Pensky - Martens. De methode wordt gebruikt om de verontreiniging van olie door (kleine hoeveelheden) vluchtige producten in te schatten. De methode is toepasbaar voor vloeistoffen met een vlampunt boven 40°C.,coo:bodem,vlcs:observatieprocedure,gemet:7884,https://reflabos.vito.be/2023/CMA_2_III_C.pdf,vlcs:observatieprocedure
co:CMA_2_III_D,NA,NA,skos:Concept,CMA/2/III/D,Zwavel en halogenen,NA,Deze procedure beschrijft de methode voor de bepaling van zwavel en halogenen na zuurstofverbranding in gesloten bom.|Zuurstofverbranding in een gesloten bom kan toegepast worden om oliemonsters te destrueren en zwavel en halogenen in oplossing te brengen. Andere gelijkwaardige destructietechnieken zijn wickbold voor fluor en hoge druk verasser voor chloor en zwavel. De methode met bomverbranding is de referentiemeetmethode voor de bepaling van zwavel en halogenen in oliemonsters.,coo:bodem,vlcs:observatieprocedure,gemet:7884,https://reflabos.vito.be/2023/CMA_2_III_D.pdf,vlcs:observatieprocedure
co:CMA_2_III_E,12396-99-5|12624-32-7|7446-09-5|8014-94-6|83008-56-4|89125-89-3,csc:RAHZWNYVWXNFOC-UHFFFAOYSA-N,skos:Concept,CMA/2/III/E,Watergehalte (volgens Karl Fischer),NA,"De beschreven methode is toepasbaar voor het bepalen van het watergehalte in afvalolie. |De beschreven methode is toepasbaar voor het bepalen van het watergehalte in afvalolie. De ondergrens van het concentratiebereik bedraagt 0,05 m %.",coo:bodem,vlcs:observatieprocedure,gemet:7884,https://reflabos.vito.be/2023/CMA_2_III_E.pdf,vlcs:observatieprocedure
co:CMA_2_III_F,NA,NA,skos:Concept,CMA/2/III/F,Ontsluitingsmethode voor olie,NA,"Voor de bepaling van het 'totale' metaalgehalte in olie wordt een ontsluitingsmethode op het te analyseren monster toegepast. Zowel de metalen die organisch als anorganisch gebonden zijn worden hierbij vrijgezet. |Voor de bepaling van het 'totale' metaalgehalte in olie wordt een ontsluitingsmethode op het te analyseren monster toegepast. Zowel de metalen die organisch als anorganisch gebonden zijn worden hierbij vrijgezet. De aanwezige metalen worden omgezet in de oplosbare metaalzouten zodat ze aansluitend kunnen gemeten worden met inductief gekoppeld plasma atoom emissie spectrometrie (ICP-AES), atomaire absorptie spectrometrie (AAS) of andere meetmethoden. Zoals beschreven in CMA/2/III/G kan de ontsluitingsmethode volgens IP 592 ook worden toegepast.",coo:bodem,vlcs:observatieprocedure,gemet:7884,https://reflabos.vito.be/2023/CMA_2_III_F.pdf,vlcs:observatieprocedure
co:CMA_2_III_G,NA,NA,skos:Concept,CMA/2/III/G,Analysemethoden voor opgewerkte afgewerkte olie,NA,De product technische kwaliteitscriteria van opgewerkte afgewerkte olie voor gebruik als brandstof en de bijhorende referentiemethoden zijn beschreven in ISO 8217. Bijkomend dient opgewerkte afgewerkte olie voor gebruik als brandstof getoetst te worden aan de end-of-waste criteria die de milieuhygiënische parameters omvatten. Deze CMA methode geeft een overzicht van de te analyseren parameters en de bijhorende referentiemethoden voor toetsing van deze end-of-waste criteria.|Deze koepelnorm beshrijft de analysemethoden voor opgewerkte afvalolie.,coo:bodem,vlcs:observatieprocedure,gemet:7884,https://reflabos.vito.be/2023/CMA_2_III_G.pdf,vlcs:observatieprocedure
co:CMA_2_IV_1,NA,NA,skos:Concept,CMA/2/IV/1,Vocht/droogrest,NA,Deze procedure beschrijft de methode voor de bepaling van het vochtgehalte/droogrest van bodemverbeterende middelen|Deze procedure is van toepassing voor alle matrixtypes (met uitzondering van vloeibare monsters met een droge stof gehalte van < 2%).,coo:bodem,vlcs:observatieprocedure,gemet:7884,https://reflabos.vito.be/2023/CMA_2_IV_1.pdf,vlcs:observatieprocedure
co:CMA_2_IV_10,NA,NA,skos:Concept,CMA/2/IV/10,Kiemkrachtige zaden,NA,Deze procedure beschrijft de methode voor de bepaling van kiemkrachtige zaden van bodemverbeterende middelen,coo:bodem,vlcs:observatieprocedure,gemet:7884,https://reflabos.vito.be/2023/CMA_2_IV_10.pdf,vlcs:observatieprocedure
co:CMA_2_IV_11,NA,NA,skos:Concept,CMA/2/IV/11,Gehalte aan steentjes en onzuiverheden,NA,Deze procedure beschrijft de methode voor de bepaling van het gehalte aan steentjes en onzuiverheden van bodemverbeterende middelen,coo:bodem,vlcs:observatieprocedure,gemet:7884,https://reflabos.vito.be/2023/CMA_2_IV_11.pdf,vlcs:observatieprocedure
co:CMA_2_IV_12,NA,NA,skos:Concept,CMA/2/IV/12,Fytotoxiciteit,NA,NA,coo:bodem,vlcs:observatieprocedure,gemet:7884,https://reflabos.vito.be/2023/CMA_2_IV_12.pdf,vlcs:observatieprocedure
co:CMA_2_IV_13,NA,NA,skos:Concept,CMA/2/IV/13,Zuurtegraad en elektrische geleidbaarheid,NA,Deze procedure beschrijft de methode voor de bepaling van de zuurtegraad en elektrische geleidbaarheid van bodemverbeterende middelen,coo:bodem,vlcs:observatieprocedure,gemet:7884,https://reflabos.vito.be/2023/CMA_2_IV_13.pdf,vlcs:observatieprocedure
co:CMA_2_IV_19,NA,NA,skos:Concept,CMA/2/IV/19,Elementen,NA,Deze procedure beschrijft de methode voor de bepaling van de elementen van bodemverbeterende middelen,coo:bodem,vlcs:observatieprocedure,gemet:7884,https://reflabos.vito.be/2023/CMA_2_IV_19.pdf,vlcs:observatieprocedure
co:CMA_2_IV_20,NA,NA,skos:Concept,CMA/2/IV/20,Kwik,NA,Deze procedure beschrijft de methode voor de bepaling van kwik van bodemverbeterende middelen,coo:bodem,vlcs:observatieprocedure,gemet:7884,https://reflabos.vito.be/2023/CMA_2_IV_20.pdf,vlcs:observatieprocedure
co:CMA_2_IV_21,NA,NA,skos:Concept,CMA/2/IV/21,Fijnheid,NA,Deze procedure beschrijft de methode voor de bepaling van de fijnheid van bodemverbeterende middelen,coo:bodem,vlcs:observatieprocedure,gemet:7884,https://reflabos.vito.be/2023/CMA_2_IV_21.pdf,vlcs:observatieprocedure
co:CMA_2_IV_22,NA,NA,skos:Concept,CMA/2/IV/22,Rijpheidsgraad (zelfverhittingstest),NA,Deze procedure beschrijft de methode voor de bepaling van de rijpheidsgraad (zelfverhittingstest) van bodemverbeterende middelen,coo:bodem,vlcs:observatieprocedure,gemet:7884,https://reflabos.vito.be/2023/CMA_2_IV_22.pdf,vlcs:observatieprocedure
co:CMA_2_IV_24,NA,NA,skos:Concept,CMA/2/IV/24,Volumedichtheid,NA,Deze procedure beschrijft de methode voor de bepaling van de volumedichtheid van bodemverbeterende middelen,coo:bodem,vlcs:observatieprocedure,gemet:7884,https://reflabos.vito.be/2023/CMA_2_IV_24.pdf,vlcs:observatieprocedure
co:CMA_2_IV_25,NA,NA,skos:Concept,CMA/2/IV/25,Stabiliteit met gesloten respirometer,NA,Deze procedure beschrijft de methode voor de bepaling van de stabiliteit met gesloten respirometer van bodemverbeterende middelen,coo:bodem,vlcs:observatieprocedure,gemet:7884,https://reflabos.vito.be/2023/CMA_2_IV_25.pdf,vlcs:observatieprocedure
co:CMA_2_IV_3,NA,NA,skos:Concept,CMA/2/IV/3,Organische stof en koolstofgehalte,NA,"Deze procedure beschrijft de methode voor de bepaling van de organische stof en het koolstofgehalte van bodemverbeterende middelen|Deze procedure is van toepassing voor alle matrixtypes met uitzondering van vloeibare monsters met een droge stof gehalte van < 2%. De beschreven methode is toepasbaar op het gedroogd (bij 105°C) en gehomogeniseerd monster. De analyse omvat een asrestbepaling en geeft een schatting van het gehalte niet vluchtige, anorganische bestanddelen aanwezig in het monster. Het verschil tussen de droog- en asrestbepaling geeft een schatting van het gehalte aan organische bestanddelen. Indien bij uitvoering van de asrestbepaling anorganische stoffen worden opgenomen (bv. CO2, O2) of afgestaan (bv. H2O, CO2, SO2), kan als alternatieve methode de TOC methode toegepast worden zoals beschreven in CMA/2/II/A.7. Het resultaat wordt uitgedrukt in % op vers analysemateriaal.",coo:bodem,vlcs:observatieprocedure,gemet:7884,https://reflabos.vito.be/2023/CMA_2_IV_3.pdf,vlcs:observatieprocedure
co:CMA_2_IV_4,114466-53-4|12183-96-9|14797-55-8|14797-65-0|84145-82-4,csc:IOVCWXUNBOPUCH-UHFFFAOYSA-M|csc:NHNBFGGVMKEFGY-UHFFFAOYSA-N,skos:Concept,CMA/2/IV/4,Totale stikstof,NA,Deze procedure beschrijft de methode voor de bepaling van het totaal stlstof gehalte van bodemverbeterende middelen,coo:bodem,vlcs:observatieprocedure,gemet:7884,https://reflabos.vito.be/2023/CMA_2_IV_4.pdf,vlcs:observatieprocedure
co:CMA_2_IV_6,NA,NA,skos:Concept,CMA/2/IV/6,Bereiding van extracten en analyseoplossingen,NA,Deze procedure beschrijft de methode voor het bereiden van extracten en analyseoplossingen van bodemverbeterende middelen,coo:bodem,vlcs:observatieprocedure,gemet:7884,https://reflabos.vito.be/2023/CMA_2_IV_6.pdf,vlcs:observatieprocedure
co:CMA_2_IV_7,NA,NA,skos:Concept,CMA/2/IV/7,Ammonium- en nitraatstikstof,NA,Deze procedure beschrijft de methode voor de bepaling van het ammonium- en nitraatgehalte van bodemverbeterende middelen,coo:bodem,vlcs:observatieprocedure,gemet:7884,https://reflabos.vito.be/2023/CMA_2_IV_7.pdf,vlcs:observatieprocedure
co:CMA_3_A,NA,NA,skos:Concept,CMA/3/A,Polychloorbifenylen in oliën,NA,"Deze  methode beschrijft de PCB-bepaling in oliën met electronenvangstdetectie (ECD) conform NBN-EN-12766-1. Voor laboratoria die massaspectrometrische detectie wensen te gebruiken is een variant opgenomen, afgeleid van DIN 38407-3 (2000).",coo:bodem,vlcs:observatieprocedure,gemet:7884,https://reflabos.vito.be/2023/CMA_3_A.pdf,vlcs:observatieprocedure
co:CMA_3_B,NA,NA,skos:Concept,CMA/3/B,Polycyclische aromatische koolwaterstoffen,NA,"Deze procedure wordt gebruikt voor het bepalen van PAK’s met gaschromatografie (GC) of met vloeistofchromatografie in bodem, met inbegrip van onderwaterbodem of sediment; in slib, voor zover ontwaterd tot een droge stof gehalte van min. 5 %; in vaste afvalstoffen; in grondwater, eluaten en waterig afval; in olie en organische solventen.",coo:bodem,vlcs:observatieprocedure,gemet:7884,https://reflabos.vito.be/2023/CMA_3_B.pdf,vlcs:observatieprocedure
co:CMA_3_C,NA,NA,skos:Concept,CMA/3/C,TCE extraheerbare (apolaire) stoffen met IR,NA,De procedure beschrijft de kwantitatieve bepaling van met tetrachlooretheen (TCE) extraheerbare organische verbindingen in water en vaste stoffen met behulp van infrarood(IR)spectrofotometrie. ,coo:bodem,vlcs:observatieprocedure,gemet:7884,https://reflabos.vito.be/2023/CMA_3_C.pdf,vlcs:observatieprocedure
co:CMA_3_D,NA,NA,skos:Concept,CMA/3/D,Per- en polyfluorverbindingen (PFAS),NA,Deze procedure beschrijft de kwantitatieve bepaling van per- en polyfluorverbindingen in bodem en sediment met behulp van vloeistofchromatografie. ,coo:bodem,vlcs:observatieprocedure,gemet:7884,https://reflabos.vito.be/2023/CMA_3_D.pdf,vlcs:observatieprocedure
co:CMA_3_E,NA,NA,skos:Concept,CMA/3/E,Oplosmiddelen specifiek,NA,De  beschreven methode beoogt de kwantitatieve bepaling van een reeks monocyclische aromatische en gehalogeneerde verbindingen met kookpunten gaande van -30°C tot 218°C. ,coo:bodem,vlcs:observatieprocedure,gemet:7884,https://reflabos.vito.be/2023/CMA_3_E.pdf,vlcs:observatieprocedure
co:CMA_3_F,NA,NA,skos:Concept,CMA/3/F,Polychlorodibenzo-p-dioxines en polychlorodibenzofuranen in bodem en afvalstoffen,NA,"Deze procedure beschrijft de bepaling van polychloordibenzo-p-dioxines en polychloordibenzofuranen (""dioxines"") in bodem en afvalstoffen.",coo:bodem,vlcs:observatieprocedure,gemet:7884,https://reflabos.vito.be/2023/CMA_3_F.pdf,vlcs:observatieprocedure
co:CMA_3_G,NA,NA,skos:Concept,CMA/3/G,Polychlorodibenzo-p-dioxines en polychlorodibenzofuranen in bodem en waterbodem met GC-MS/MS,NA,"Deze procedure beschrijft de bepaling van polychloordibenzo-p-dioxines en polychloordibenzofuranen (PCDDF) in bodem, waterbodem en bagger- en ruimingsspecie met gaschromatografie gekoppeld aan tandem massaspectrometrie (GC-MS/MS).",coo:bodem,vlcs:observatieprocedure,gemet:7884,https://reflabos.vito.be/2023/CMA_3_G.pdf,vlcs:observatieprocedure
co:CMA_3_H,NA,NA,skos:Concept,CMA/3/H,Organofosforpesticiden en triazine-type herbiciden met GC/MS,NA,. Deze procedure beschrijft een methode voor de kwantitatieve bepaling van organofosforpesticiden (OPP) en triazine-type herbiciden in bodem en sommige vaste afvalstalen met behulp van gaschromatografie-massaspectrometrie. ,coo:bodem,vlcs:observatieprocedure,gemet:7884,https://reflabos.vito.be/2023/CMA_3_H.pdf,vlcs:observatieprocedure
co:CMA_3_I,31508-00-6|35065-27-1|35065-28-2|35065-29-3|35693-99-3|37680-73-2|7012-37-5,csc:BZTYNSQSZHARAZ-UHFFFAOYSA-N|csc:HCWZEPKLWVAEOV-UHFFFAOYSA-N|csc:IUTPYMGCWINGEY-UHFFFAOYSA-N|csc:LAHWLEDBADHJGA-UHFFFAOYSA-N|csc:MVWHGTYKUMDIHL-UHFFFAOYSA-N|csc:RPUMZMSNLZHIGZ-UHFFFAOYSA-N|csc:WBHQEUPUMONIKF-UHFFFAOYSA-N,skos:Concept,CMA/3/I,"Organochloorpesticiden, polychloorbifenylen en hogere chloorbenzenen",NA,"In deze procedure wordt een methode beschreven voor de extractie, zuivering en analyse van een aantal matig vluchtige chloorkoolwaterstoffen zoals polychloorbifenylverbindingen (PCB’s),   organochloorpesticiden (OCP’s) en chloorbenzenen in bodem, sediment, slib, en afvalstoffen,  en  water. ",coo:bodem,vlcs:observatieprocedure,gemet:7884,https://reflabos.vito.be/2023/CMA_3_I.pdf,vlcs:observatieprocedure
co:CMA_3_J,NA,NA,skos:Concept,CMA/3/J,Formaldehyde met LC-UV,NA,NA,coo:bodem,vlcs:observatieprocedure,gemet:7884,https://reflabos.vito.be/2023/CMA_3_J.pdf,vlcs:observatieprocedure
co:CMA_3_K,NA,NA,skos:Concept,CMA/3/K,Fenol en fenolische koolwaterstoffen,NA,"In deze procedure wordt een methode beschreven voor de extractie, derivatisering, zuivering en analyse van fenolen in bodem, afvalstoffen, sediment en water. ",coo:bodem,vlcs:observatieprocedure,gemet:7884,https://reflabos.vito.be/2023/CMA_3_K.pdf,vlcs:observatieprocedure
co:CMA_3_L,NA,NA,skos:Concept,CMA/3/L,"Tributyltin in bodem, waterbodem, sediment, bagger- en ruimingsspecie",NA,De beschreven analysemethode wordt gebruikt voor het bepalen van tributyltin (TBT)  met gaschromatografie (GC) na derivatisering. De methode is geschikt voor de bepaling van TBT in bodem; waterbodem; sediment; bagger- en ruiminsgspecie.,coo:bodem,vlcs:observatieprocedure,gemet:7884,https://reflabos.vito.be/2023/CMA_3_L.pdf,vlcs:observatieprocedure
co:CMA_3_M,NA,NA,skos:Concept,CMA/3/M,Medicijnresten en hormonen in luiermateriaal,NA,NA,coo:bodem,vlcs:observatieprocedure,gemet:7884,https://reflabos.vito.be/2023/CMA_3_M.pdf,vlcs:observatieprocedure
co:CMA_3_N,NA,NA,skos:Concept,CMA/3/N,Extraheerbare organische halogeenverbindingen in vaste en pasteuze stoffen en olie,NA,"De procedure beschrijft een werkwijze voor de bepaling van het halogeengehalte afkomstig van met aceton/hexaan extraheerbare organohalogeenverbindingen (EOX) in bodem, sediment, vaste afvalstoffen, olie, slib en bodemverbeterende middelen, waarbij X staat voor de halogenen chloor, broom en jood.",coo:bodem,vlcs:observatieprocedure,gemet:7884,https://reflabos.vito.be/2023/CMA_3_N.pdf,vlcs:observatieprocedure
co:CMA_3_Q,NA,NA,skos:Concept,CMA/3/Q,Oplosmiddelen aspecifiek,NA,"Deze procedure beschrijft de kwantitatieve bepaling van het totaalgehalte aan organische oplosmiddelen in oliestalen en vaste, niet-waterige stalen (watergehalte kleiner dan 30%) met behulp van gaschromatografie met vlamionisatie-detectie. ",coo:bodem,vlcs:observatieprocedure,gemet:7884,https://reflabos.vito.be/2023/CMA_3_Q.pdf,vlcs:observatieprocedure
co:CMA_3_R.1,NA,NA,skos:Concept,CMA/3/R.1,Minerale olie met GC/FID,NA,"Deze methode beschrijft de kwantitatieve bepaling van het minerale olie gehalte in bodem, sediment, slib, vast afval en water met behulp van gaschromatografie. ",coo:bodem,vlcs:observatieprocedure,gemet:7884,https://reflabos.vito.be/2023/CMA_3_R.1.pdf,vlcs:observatieprocedure
co:CMA_3_R.2,NA,NA,skos:Concept,CMA/3/R.2,Minerale olie met GC/MS,NA,NA,coo:bodem,vlcs:observatieprocedure,gemet:7884,https://reflabos.vito.be/2023/CMA_3_R.2.pdf,vlcs:observatieprocedure
co:CMA_3_R.3,NA,NA,skos:Concept,CMA/3/R.3,Petroleumkoolwaterstoffen,NA,Deze procedure beschrijft een methode voor de kwalitatieve/semi-kwantitatieve bepaling van petroleumkoolwaterstoffen in water en bodem met behulp van gaschromatografie-vlamionisatiedetectie (GC-FID). ,coo:bodem,vlcs:observatieprocedure,gemet:7884,https://reflabos.vito.be/2023/CMA_3_R.3.pdf,vlcs:observatieprocedure
co:CMA_3_R.4,NA,NA,skos:Concept,CMA/3/R.4,Biogene / petrogene oorsprong van minerale olie verontreinigingen in waterbodem,NA,Deze procedure beschrijft de analyse en interpretatie van biogene en petrogene indicatoren in waterbodem. ,coo:bodem,vlcs:observatieprocedure,gemet:7884,https://reflabos.vito.be/2023/CMA_3_R.4.pdf,vlcs:observatieprocedure
co:CMA_3_R.5,NA,NA,skos:Concept,CMA/3/R.5,Vluchtige minerale olie,NA,Deze methode beschrijft de kwantitatieve bepaling van vluchtige minerale olie in bodem en grondwater met behulp van gaschromatografie. ,coo:bodem,vlcs:observatieprocedure,gemet:7884,https://reflabos.vito.be/2023/CMA_3_R.5.pdf,vlcs:observatieprocedure
co:CMA_3_R.6,NA,NA,skos:Concept,CMA/3/R.6,Controle bij overschrijding minerale olie in waterbodem en veen,NA,NA,coo:bodem,vlcs:observatieprocedure,gemet:7884,https://reflabos.vito.be/2023/CMA_3_R.6.pdf,vlcs:observatieprocedure
co:CMA_3_T,NA,NA,skos:Concept,CMA/3/T,"Polyaromatische koolwaterstoffen, organochloorpesticiden, polychloorbifenylen en hogere chloorbenzenen met gaschromatografie-tandem massaspectrometrie (GC-MS/MS)",NA,"Deze procedure beschrijft de bepaling  van polycyclische aromatische koolwaterstoffen (PAK) en een aantal matig vluchtige chloorkoolwaterstoffen zoals polychloorbifenylen (PCB), organochloorpesticiden (OCP) en chloorbenzenen (CBz) met gaschromatografie gekoppeld aan een tandem massa spectrometer (GC-MS/MS). ",coo:bodem,vlcs:observatieprocedure,gemet:7884,https://reflabos.vito.be/2023/CMA_3_T.pdf,vlcs:observatieprocedure
co:CMA_3_U,NA,NA,skos:Concept,CMA/3/U,Organische screening met GC/MS,NA,"Deze procedure beschrijft de werkwijze die gevolgd wordt bij de identificatie en semi-kwantitatieve bepaling van de aanwezige organische verbindingen in water, bodem, sediment, slib, vaste afvalstoffen, olie en solventmengsels. ",coo:bodem,vlcs:observatieprocedure,gemet:7884,https://reflabos.vito.be/2023/CMA_3_U.pdf,vlcs:observatieprocedure
